5.999999999999999778e-02,5.750000000000000250e-02,8.000000000000000167e-02,7.000000000000000666e-02,7.249999999999999500e-02
3.325000000000000178e-01,2.275000000000000078e-01,3.024999999999999911e-01,2.775000000000000244e-01,2.775000000000000244e-01
2.650000000000000133e-01,2.300000000000000100e-01,2.725000000000000200e-01,2.424999999999999933e-01,2.349999999999999867e-01
2.049999999999999878e-01,1.424999999999999878e-01,6.250000000000000000e-02,7.000000000000000666e-02,7.499999999999999722e-02
